TransactionNo,BranchID,ReservationDate,FinancingType,ClientID,SourceofSale,StatusCode,UnitCode,LotPrice,Vat,GrossLotPrice,SalesDisc,NetLotPrice,Misc,TCP
012-2024-RS-000010,12,1/13/2024,SPOT,965226,AGT,11,ABC-9-19-A,63616.07,7633.93,71250,14250,57000,23750,80750
 '021-2024-RS-000106',21,1/20/2024,SPOT,965365,AGT,11,KLM-13-8-K,73660.71,8839.29,82500,16500,66000,27500,93500
014-2024-RS-000111,14,1/20/2024,SPOT,965367,AGT,11,EFG-3-12-V,99687.5,11962.5,111650,16747.5,94902.5,33350,128252.5
012-2024-RS-000017,12,1/20/2024,SPOT,965378,AGT,11,ABC-19-18-K,63616.07,7633.93,71250,14250,57000,23750,80750
012-2024-RS-000018,12,1/20/2024,SPOT,965378,AGT,11,ABC-19-18-L,63616.07,7633.93,71250,14250,57000,23750,80750
014-2024-RS-000112,14,1/22/2024,SPOT,965386,AGT,11,EFG-3-4-U,99687.5,11962.5,111650,16747.5,94902.5,33350,128252.5
018-2024-RS-000121,18,1/22/2024,INH,965391,AGT,11,HIJ-11-26-H,66964.29,8035.71,75000,0,75000,25000,100000
018-2024-RS-000128,18,1/25/2024,SPOT,965424,AGT,11,HIJ-11-20-T,66964.29,8035.71,75000,11250,63750,25000,88750
018-2024-RS-000138,18,1/29/2024,SPOT,965514,AGT,11,HIJ-11-18-P,66964.29,8035.71,75000,15000,60000,25000,85000
